Chemical Name,Chemical ID,CAS RN,Disease Name,Disease ID,Direct Evidence,Inference Network,Inference Score,Reference Count
quercetagetin,C079163,,COVID-19,MESH:D000086382,,IL1B,3.97,1
SB 225002,C112019,,COVID-19,MESH:D000086382,,CXCL8,3.97,1
phosphoramidon,C008890,36357-77-4,COVID-19,MESH:D000086382,,AGT,3.96,1
Torsemide,D000077786,56211-40-6,COVID-19,MESH:D000086382,,AGT,3.96,1
"1,2,3,4-tetrahydroisoquinoline",C014843,,COVID-19,MESH:D000086382,,IL6,3.95,4
"2,5-hexanedione",C011269,,COVID-19,MESH:D000086382,,IL1B|TNF,3.95,2
aflatoxin B2,C029753,22040-96-6,COVID-19,MESH:D000086382,,BCL11A|CCR2|F8|HCK|IL10|IL6|TNF,3.95,8
AG-879,C081020,,COVID-19,MESH:D000086382,,IL6,3.95,4
LLL12 compound,C549232,,COVID-19,MESH:D000086382,,IL6,3.95,4
Loratadine,D017336,79794-75-5,COVID-19,MESH:D000086382,,ACE2,3.95,15
palmitoleic acid,C008757,2091-29-4,COVID-19,MESH:D000086382,,IL6,3.95,4
adefovir,C053001,106941-25-7,COVID-19,MESH:D000086382,,AGT,3.94,1
Creatine,D003401,57-00-1,COVID-19,MESH:D000086382,,CSF3,3.94,1
lauryl gallate,C008259,1166-52-5,COVID-19,MESH:D000086382,,CXCL8,3.93,1
perfluorodecanesulfonic acid,C000720114,,COVID-19,MESH:D000086382,,CRP,3.93,1
SR 11302,C106195,,COVID-19,MESH:D000086382,,CXCL8,3.93,1
tricetin,C469689,,COVID-19,MESH:D000086382,,CXCL8,3.93,1
agomelatine,C084711,,COVID-19,MESH:D000086382,,CSF3,3.92,1
Fluphenazine,D005476,69-23-8,COVID-19,MESH:D000086382,,TMPRSS2,3.92,3
Inositol,D007294,6917-35-7,COVID-19,MESH:D000086382,,CSF3,3.92,1
"1-(4-(1,1-dimethylheptyl)-2,6-dimethoxyphenyl)-3-methylcyclohexanol",C531961,,COVID-19,MESH:D000086382,,TNF,3.91,1
"1-(beta-naphthylmethyl)-6,7-dihydroxy-1,2,3,4-tetra-hydroisoquinoline",C495109,,COVID-19,MESH:D000086382,,TNF,3.91,1
2-hydroxyethyl acrylate,C035957,818-61-1,COVID-19,MESH:D000086382,,TNF,3.91,1
"3,4-Dichloro-N-methyl-N-(2-(1-pyrrolidinyl)-cyclohexyl)-benzeneacetamide, (trans)-Isomer",D019900,67198-13-4,COVID-19,MESH:D000086382,,AGT,3.91,1
4-bromophenacyl bromide,C006821,99-73-0,COVID-19,MESH:D000086382,,TNF,3.91,1
5-benzylacyclouridine,C034753,82857-69-0,COVID-19,MESH:D000086382,,TNF,3.91,1
bolinaquinone,C500927,,COVID-19,MESH:D000086382,,TNF,3.91,1
Brimonidine Tartrate,D000068438,,COVID-19,MESH:D000086382,,AGT,3.91,1
bryostatin 1,C046785,83314-01-6,COVID-19,MESH:D000086382,,IL10,3.91,2
cacospongionolide B,C098384,,COVID-19,MESH:D000086382,,TNF,3.91,1
CBP30 compound,C000603860,,COVID-19,MESH:D000086382,,IL10,3.91,2
diacetyldichlorofluorescein,C029569,2044-85-1,COVID-19,MESH:D000086382,,TNF,3.91,1
emodin-8-O-beta-D-glucoside,C526172,,COVID-19,MESH:D000086382,,TNF,3.91,1
forsythiaside,C058049,,COVID-19,MESH:D000086382,,TNF,3.91,1
Fructosamine,D019270,4429-04-3,COVID-19,MESH:D000086382,,TNF,3.91,1
kamebakaurin,C047382,73981-34-7,COVID-19,MESH:D000086382,,TNF,3.91,1
marbofloxacin,C080260,,COVID-19,MESH:D000086382,,TNF,3.91,1
NCX 6560,C524539,,COVID-19,MESH:D000086382,,TNF,3.91,1
Pentanoic Acids,D010421,,COVID-19,MESH:D000086382,,TNF,3.91,1
Ro 31-8425,C071924,131848-97-0,COVID-19,MESH:D000086382,,TNF,3.91,1
Silicic Acid,D012824,1343-98-2,COVID-19,MESH:D000086382,,TNF,3.91,1
Taurodeoxycholic Acid,D013657,516-50-7,COVID-19,MESH:D000086382,,IL10,3.91,2
tauromuricholic acid,C037351,25696-60-0,COVID-19,MESH:D000086382,,IL10,3.91,2
Vitamin B 6,D025101,8059-24-3,COVID-19,MESH:D000086382,,CRP,3.91,1
"2-(4-chloro-6-(2,3-dimethylphenylamino)pyrimidin-2-ylthio)octanoic acid",C548544,,COVID-19,MESH:D000086382,,IL1B,3.90,1
"2,6-dichloro-(1,4)benzoquinone",C582717,,COVID-19,MESH:D000086382,,IL1B,3.90,1
atractylenolide I,C424804,,COVID-19,MESH:D000086382,,IL1B,3.90,1
"Contraceptives, Oral",D003276,,COVID-19,MESH:D000086382,,F8,3.90,1
"ethyl 5-(4,6-dimethoxypyrimidin-2-ylcarbamoylsulfamoyl)-1-methylpyrazole-4-carboxylate",C433343,,COVID-19,MESH:D000086382,,IL1B,3.90,1
Heparitin Sulfate,D006497,9050-30-0,COVID-19,MESH:D000086382,,CXCL10,3.90,1
2-(2-aminoethyl)pyridine,C006183,2706-56-1,COVID-19,MESH:D000086382,,IL6,3.89,4
8-(4-chloro-phenylthio)-2'-O-methyladenosine-3'-5'-cyclic monophosphate,C473217,,COVID-19,MESH:D000086382,,CXCL8,3.89,1
benzyl benzoate,C006723,120-51-4,COVID-19,MESH:D000086382,,CXCL8,3.89,1
Enoxaparin,D017984,,COVID-19,MESH:D000086382,,CRP,3.89,1
fedratinib,C528327,,COVID-19,MESH:D000086382,,IL6,3.89,4
geranylnaringenin,C000623391,,COVID-19,MESH:D000086382,,IL6,3.89,4
ginkgolic acid,C112485,22910-60-7,COVID-19,MESH:D000086382,,AGT,3.89,1
Iproniazid,D007490,54-92-2,COVID-19,MESH:D000086382,,CXCL8,3.89,1
LGM2605,C000630836,,COVID-19,MESH:D000086382,,IL6,3.89,4
methyl(acetoxymethyl)nitrosamine,C014659,56856-83-8,COVID-19,MESH:D000086382,,CXCL8,3.89,1
"mineral acids, trace elements, water, drug combination",C099452,,COVID-19,MESH:D000086382,,IL6,3.89,4
N-methyl-4-aminophenol,C014112,,COVID-19,MESH:D000086382,,CXCL8,3.89,1
Retinoids,D012176,,COVID-19,MESH:D000086382,,MUC1,3.89,1
salicylsalicylic acid,C014182,,COVID-19,MESH:D000086382,,IL6,3.89,4
SU 9516,C433985,,COVID-19,MESH:D000086382,,IL6,3.89,4
tanshinone II A sodium sulfonate,C024894,69659-80-9,COVID-19,MESH:D000086382,,AGT,3.89,1
Xylazine,D014991,7361-61-7,COVID-19,MESH:D000086382,,AGT,3.89,1
cyazofamid,C465366,,COVID-19,MESH:D000086382,,CCL2,3.88,1
FEC protocol,C052498,,COVID-19,MESH:D000086382,,IL2,3.88,1
Lomustine,D008130,13010-47-4,COVID-19,MESH:D000086382,,ACE2,3.88,15
moringin,C000614007,,COVID-19,MESH:D000086382,,TYK2,3.88,1
MRI-1867,C000722997,,COVID-19,MESH:D000086382,,CCL2,3.88,1
muricholic acid,C004821,39016-49-4,COVID-19,MESH:D000086382,,IL10,3.88,2
"N-(2-(3,4-Dichlorphenyl)ethyl)-N,N',N'-trimethyl-1,2-ethandiamin",C097963,,COVID-19,MESH:D000086382,,CCL2,3.88,1
cyproconazole,C093628,,COVID-19,MESH:D000086382,,CRP|IFNAR2,3.87,2
Mirex,D008917,2385-85-5,COVID-19,MESH:D000086382,,CSF3,3.87,1
Oxytocin,D010121,50-56-6,COVID-19,MESH:D000086382,,SELE,3.87,1
quercitrin,C012526,522-12-3,COVID-19,MESH:D000086382,,IL1B|TNF,3.87,2
2-aminophenol,C027667,95-55-6,COVID-19,MESH:D000086382,,CXCL8,3.85,1
benzo(c)phenanthrene,C002615,195-19-7,COVID-19,MESH:D000086382,,CXCL8,3.85,1
1-((4-methylsulfonyl)phenyl)-3-trifluoromethyl-5-(4-fluorophenyl)pyrazole,C090859,162054-19-5,COVID-19,MESH:D000086382,,IL1B,3.84,1
"3,4,5-trihydroxy-N-(4-(thiazol-2-ylsulfamoyl)-phenyl)-benzamide",C000594958,,COVID-19,MESH:D000086382,,IL1B,3.84,1
"4-(4-(3-hydroxyphenyl)-3-(4-methylphenyl)-6-oxo-1H,4H,5H,6H-pyrrolo(3,4-c)pyrazol-5-yl)benzoic acid",C583126,,COVID-19,MESH:D000086382,,IL1B,3.84,1
butralin,C006852,33629-47-9,COVID-19,MESH:D000086382,,CCL2,3.84,1
"copper bis(3,5-diisopropylsalicylate)",C030865,21246-18-4,COVID-19,MESH:D000086382,,IL1B,3.84,1
dimethyl sulfone,C025910,67-71-0,COVID-19,MESH:D000086382,,IL1B,3.84,1
fluoxastrobin,C550006,,COVID-19,MESH:D000086382,,CCL2,3.84,1
heme arginate,C048849,100438-92-4,COVID-19,MESH:D000086382,,CCL2,3.84,1
hexadecafluoro-nonanoic acid,C018959,76-21-1,COVID-19,MESH:D000086382,,IL1B,3.84,1
Hydrazines,D006834,,COVID-19,MESH:D000086382,,AGT,3.84,1
zoxamide,C451427,,COVID-19,MESH:D000086382,,CCL2,3.84,1
1-naphthylacetylspermine,C067506,122306-11-0,COVID-19,MESH:D000086382,,TNF,3.83,1
4-ethylnaphthalen-1-yl-(1-pentylindol-3-yl)methanone,C582338,,COVID-19,MESH:D000086382,,TNF,3.83,1
"8-(4-methoxyphenyl)-4-oxo-4,6,7,8-tetrahydroimidazo(2,1-c)(1,2,4)triazine-3-carbohydrazide",C570019,,COVID-19,MESH:D000086382,,TNF,3.83,1
almond oil,C068582,,COVID-19,MESH:D000086382,,TNF,3.83,1
astringin,C121481,,COVID-19,MESH:D000086382,,IL6,3.83,4
aza-(6)-gingerol,C562236,,COVID-19,MESH:D000086382,,TNF,3.83,1
bu-zhong-yi-qi-tang,C402943,,COVID-19,MESH:D000086382,,TNF,3.83,1
BV6 peptide,C582180,,COVID-19,MESH:D000086382,,TNF,3.83,1
centipedic acid,C531023,,COVID-19,MESH:D000086382,,TNF,3.83,1
cloricromen,C025945,,COVID-19,MESH:D000086382,,TNF,3.83,1
fluor-edenite,C492470,,COVID-19,MESH:D000086382,,IL6,3.83,4
GSK2193874,C000628859,,COVID-19,MESH:D000086382,,IL6,3.83,4
Houttuynia cordata extract,C442781,,COVID-19,MESH:D000086382,,TNF,3.83,1
Lentinan,D007912,37339-90-5,COVID-19,MESH:D000086382,,TNF,3.83,1
levistolide A,C523615,,COVID-19,MESH:D000086382,,IL6,3.83,4
mansonone G,C586321,,COVID-19,MESH:D000086382,,TNF,3.83,1
N-acetyl-4-benzoquinoneimine,C028473,50700-49-7,COVID-19,MESH:D000086382,,TMPRSS2,3.83,3
nylestriol,C010722,,COVID-19,MESH:D000086382,,IL6,3.83,4
Oseltamivir,D053139,,COVID-19,MESH:D000086382,,IL6,3.83,4
oxybenzone,C005290,131-57-7,COVID-19,MESH:D000086382,,TMPRSS4,3.83,1
Phenacetin,D010615,62-44-2,COVID-19,MESH:D000086382,,PLSCR1,3.83,1
pinoresinol,C103298,487-36-5,COVID-19,MESH:D000086382,,TNF,3.83,1
rossicaside B,C547390,,COVID-19,MESH:D000086382,,TNF,3.83,1
StemRegenin 1,C552240,,COVID-19,MESH:D000086382,,IL6,3.83,4
"Thymic Factor, Circulating",D013935,78922-62-0,COVID-19,MESH:D000086382,,IL6,3.83,4
Vaticanol B,C522219,,COVID-19,MESH:D000086382,,TNF,3.83,1
very low density lipoprotein triglyceride,C030106,,COVID-19,MESH:D000086382,,TNF,3.83,1
vinclozolin,C025643,50471-44-8,COVID-19,MESH:D000086382,,ATP11A|CCR2|CXCL10|F8|ICAM5|IL10|IL1B|MUC1|PLSCR1|TMPRSS2|TMPRSS4|TNF,3.83,8
ZK 216348,C481822,,COVID-19,MESH:D000086382,,TNF,3.83,1
"2,4-di-tert-butylphenol",C056559,,COVID-19,MESH:D000086382,,CXCL8,3.82,1
6-nitrochrysene,C035986,7496-02-8,COVID-19,MESH:D000086382,,CXCL8,3.82,1
8-Hydroxy-2'-Deoxyguanosine,D000080242,88847-89-6,COVID-19,MESH:D000086382,,AGT,3.82,1
ferrous chloride,C029451,7758-94-3,COVID-19,MESH:D000086382,,CD209,3.82,1
imperatorin,C031534,482-44-0,COVID-19,MESH:D000086382,,AGT,3.82,1
Pyrazoles,D011720,,COVID-19,MESH:D000086382,,IL2,3.82,1
trimethyloxamine,C005855,1184-78-7,COVID-19,MESH:D000086382,,CXCL8,3.82,1
clobenpropit,C086108,,COVID-19,MESH:D000086382,,CCL2,3.81,1
Desogestrel,D017135,54024-22-5,COVID-19,MESH:D000086382,,CRP,3.81,1
gedunin,C106014,2753-30-2,COVID-19,MESH:D000086382,,TMPRSS2,3.81,3
Maleic Anhydrides,D008299,,COVID-19,MESH:D000086382,,IL10,3.81,2
Rapeseed Oil,D000074262,,COVID-19,MESH:D000086382,,HCK,3.81,1
stannous mesoporphyrin,C518404,,COVID-19,MESH:D000086382,,CCL2,3.81,1
belinostat,C487081,,COVID-19,MESH:D000086382,,BCL11A|CXCL8|IL6,3.80,5
bisphenol A,C006780,80-05-7,COVID-19,MESH:D000086382,,ABO|ACE2|AGT|ATP11A|BCL11A|BSG|BTK|CCL2|CCL3|CCR2|CD209|CRP|CSF3|CXCL10|CXCL8|F8|FUT2|HCK|ICAM5|IFNAR2|IL10|IL10RB|IL1B|IL2|IL2RA|IL6|IL7|LZTFL1|MUC1|OAS1|PLSCR1|SELE|TMEM106B|TMPRSS2|TMPRSS4|TNF|TYK2|UGCG,3.80,32
nickel acetate,C119536,,COVID-19,MESH:D000086382,,MUC1,3.80,1
1-aminopyrene,C004482,1606-67-3,COVID-19,MESH:D000086382,,CXCL8,3.79,1
"5,5-dimethyl-3-(3-fluorophenyl)-4-(4-methylsulfonyl)phenyl-2(5H)-furanone",C106876,,COVID-19,MESH:D000086382,,IL1B,3.79,1
biphenylylacetic acid,C012776,51317-25-0,COVID-19,MESH:D000086382,,IL1B,3.79,1
chromium trioxide,C028801,1333-82-0,COVID-19,MESH:D000086382,,CXCL8,3.79,1
moxestrol,C011310,,COVID-19,MESH:D000086382,,IL1B,3.79,1
NSC 689534,C558013,,COVID-19,MESH:D000086382,,BCL11A|CXCL8|OAS1|TMEM106B|UGCG,3.79,5
Peanut Oil,D000074241,,COVID-19,MESH:D000086382,,IL1B,3.79,1
Trans Fatty Acids,D044242,,COVID-19,MESH:D000086382,,HCK|TMPRSS2,3.79,4
dichlobanil,C055869,1194-65-6,COVID-19,MESH:D000086382,,IL6,3.78,4
"N'-(11H-indolo(3,2-c)quinolin-6-yl)-N,N-dimethylethane-1,2-diamine",C524250,,COVID-19,MESH:D000086382,,IL6,3.78,4
Sulfaphenazole,D013426,526-08-9,COVID-19,MESH:D000086382,,CCL2,3.78,1
12-acetoxyhawtriwaic acid lactone,C513234,,COVID-19,MESH:D000086382,,TNF,3.77,1
1-oleoyl-2-acetoyl-sn-glycerol,C520323,,COVID-19,MESH:D000086382,,TNF,3.77,1
"3-((4-(4-chlorophenyl)piperazin-1-yl)methyl)-1H-pyrrolo(2,3-b)pyridine",C099630,,COVID-19,MESH:D000086382,,TNF,3.77,1
"4-cyclohexylmethoxy-5-nitrosopyrimidine-2,6-diamine",C475622,,COVID-19,MESH:D000086382,,TNF,3.77,1
"4-hydroxy-3-(4-(2-hydroxyphenyl)phenyl)-6-oxo-7H-thieno(2,3-b)pyridine-5-carbonitrile",C512408,,COVID-19,MESH:D000086382,,TNF,3.77,1
(5-formylfuran-2-yl)methyl 4-hydroxy-2-methylenebutanoate,C575152,,COVID-19,MESH:D000086382,,TNF,3.77,1
"6-(4-fluorophenyl)-2,3-dihydro-5-(4-pyridinyl)imidazo(2,1-b)thiazole",C052026,,COVID-19,MESH:D000086382,,TNF,3.77,1
"7,8-diacetoxy-4-methylthiocoumarin",C540361,,COVID-19,MESH:D000086382,,TNF,3.77,1
beta-lapachone,C014638,,COVID-19,MESH:D000086382,,TNF,3.77,1
CDRI 85-287,C066624,130064-18-5,COVID-19,MESH:D000086382,,TNF,3.77,1
Crotoxin,D003439,9007-40-3,COVID-19,MESH:D000086382,,TNF,3.77,1
Enterotoxins,D004768,,COVID-19,MESH:D000086382,,TNF,3.77,1
"Fra a 1 allergen, Fragaria ananassa",C517508,,COVID-19,MESH:D000086382,,TNF,3.77,1
irigenin,C509874,,COVID-19,MESH:D000086382,,TNF,3.77,1
Mevinphos,D008799,7786-34-7,COVID-19,MESH:D000086382,,IL2,3.77,1
N-(4-hydroxyphenyl)arachidonylamide,C107594,,COVID-19,MESH:D000086382,,TNF,3.77,1
Naphthyridines,D009287,,COVID-19,MESH:D000086382,,TNF,3.77,1
NE-52-qq57,C000717876,,COVID-19,MESH:D000086382,,TNF,3.77,1
Olopatadine Hydrochloride,D000069605,,COVID-19,MESH:D000086382,,TNF,3.77,1
Phosmet,D010706,732-11-6,COVID-19,MESH:D000086382,,TNF,3.77,1
PIK 75,C549211,,COVID-19,MESH:D000086382,,TNF,3.77,1
sargahydroquinoic acid,C528847,,COVID-19,MESH:D000086382,,TNF,3.77,1
silicon carbide,C022088,409-21-2,COVID-19,MESH:D000086382,,TNF,3.77,1
sodium silicate,C005691,1344-09-8,COVID-19,MESH:D000086382,,TNF,3.77,1
3-hydroxy-4-prenyl-5-methoxystilbene-2-carboxylic acid,C549543,,COVID-19,MESH:D000086382,,ACE2,3.76,15
Dextrans,D003911,9004-54-0,COVID-19,MESH:D000086382,,IL10,3.76,2
uranyl acetate,C005460,541-09-3,COVID-19,MESH:D000086382,,IL1B|TNF,3.76,2
"3-(formylhydroxyamino)-2-(3-phenyl-1-propyl)butanoic acid (2,2-dimethyl-1-methylcarbamoyl-1-propyl)amide",C555398,,COVID-19,MESH:D000086382,,IL1B,3.75,1
benidipine,C061004,105979-17-7,COVID-19,MESH:D000086382,,AGT,3.75,1
Cilazapril,D017315,92077-78-6,COVID-19,MESH:D000086382,,AGT,3.75,1
Cytidine,D003562,65-46-3,COVID-19,MESH:D000086382,,IL1B,3.75,1
glycolic acid,C031149,79-14-1,COVID-19,MESH:D000086382,,IL1B,3.75,1
isoangustone A,C551631,,COVID-19,MESH:D000086382,,CCL2,3.75,1
sodium houttuyfonate,C473296,,COVID-19,MESH:D000086382,,IL1B,3.75,1
SR 140333,C085215,153050-21-6,COVID-19,MESH:D000086382,,IL1B,3.75,1
systhane,C446685,,COVID-19,MESH:D000086382,,ICAM5|IL10|IL2RA|TNF,3.75,4
Vanadium Compounds,D017968,,COVID-19,MESH:D000086382,,IL1B,3.75,1
"Cholesterol, LDL",D008078,,COVID-19,MESH:D000086382,,AGT,3.74,1
HhAntag691,C538724,,COVID-19,MESH:D000086382,,AGT,3.74,1
Plicamycin,D008926,18378-89-7,COVID-19,MESH:D000086382,,AGT,3.74,1
Ticlopidine,D013988,55142-85-3,COVID-19,MESH:D000086382,,TMPRSS2,3.74,3
"2-(2,5-difluorophenyl)-5-(2-(methylsulfonyl)-2,6-dihydropyrrolo(3,4-c)pyrazol-5(4H)-yl)tetrahydro-2H-pyran-3-amine",C587539,,COVID-19,MESH:D000086382,,IL6,3.73,4
"6-anilino-5,8-quinolinedione",C041715,91300-60-6,COVID-19,MESH:D000086382,,IL6,3.73,4
alpidem,C052036,82626-01-5,COVID-19,MESH:D000086382,,CXCL8,3.73,1
ammonium metavanadate,C101036,7803-55-6,COVID-19,MESH:D000086382,,IL6,3.73,4
BP-1-102,C000595192,,COVID-19,MESH:D000086382,,IL6,3.73,4
cannabidiol hydroxyquinone,C073718,137252-25-6,COVID-19,MESH:D000086382,,CCL2,3.73,1
chrysoeriol,C007054,,COVID-19,MESH:D000086382,,IL6,3.73,4
dazomet,C012864,533-74-4,COVID-19,MESH:D000086382,,CCL2,3.73,1
FTI 277,C096856,,COVID-19,MESH:D000086382,,CCL2,3.73,1
gamma-oryzanol,C013172,11042-64-1,COVID-19,MESH:D000086382,,IL6,3.73,4
lornoxicam,C059451,70374-39-9,COVID-19,MESH:D000086382,,IL6,3.73,4
neohesperidin dihydrochalcone,C013613,20702-77-6,COVID-19,MESH:D000086382,,IL6,3.73,4
"tcdA protein, Clostridium difficile",C041348,,COVID-19,MESH:D000086382,,CCL2,3.73,1
Nadolol,D009248,42200-33-9,COVID-19,MESH:D000086382,,IL10,3.72,2
"2,2-dichloroacetyl chloride",C053063,79-36-7,COVID-19,MESH:D000086382,,TNF,3.71,1
aluminum nitrate,C050609,13473-90-0,COVID-19,MESH:D000086382,,TNF,3.71,1
ammonium perchlorate,C053506,7790-98-9,COVID-19,MESH:D000086382,,TNF,3.71,1
benzylideneacetone,C025383,122-57-6,COVID-19,MESH:D000086382,,TNF,3.71,1
dapoxetine,C080598,119356-77-3,COVID-19,MESH:D000086382,,TNF,3.71,1
Doxazosin,D017292,74191-85-8,COVID-19,MESH:D000086382,,CRP,3.71,1
GW280264X,C492546,,COVID-19,MESH:D000086382,,TNF,3.71,1
Ibandronic Acid,D000077557,114084-78-5,COVID-19,MESH:D000086382,,TNF,3.71,1
lucidone,C529637,,COVID-19,MESH:D000086382,,TNF,3.71,1
O(6)-benzylguanine,C064976,,COVID-19,MESH:D000086382,,AGT,3.71,1
Raclopride,D020891,84225-95-6,COVID-19,MESH:D000086382,,AGT,3.71,1
sephadex,C025614,9014-76-0,COVID-19,MESH:D000086382,,TNF,3.71,1
sinomenine,C009271,115-53-7,COVID-19,MESH:D000086382,,TNF,3.71,1
thunberginol B,C079056,147666-81-7,COVID-19,MESH:D000086382,,TNF,3.71,1
2-(2-cresyl)-4H-1-3-2-benzodioxaphosphorin-2-oxide,C000516,1222-87-3,COVID-19,MESH:D000086382,,IL1B,3.70,1
"2,5-dimethyl-4-benzoquinone",C020617,137-18-8,COVID-19,MESH:D000086382,,IL1B,3.70,1
3-iodo-2-propynylbutylcarbamate,C106572,55406-53-6,COVID-19,MESH:D000086382,,CCL2,3.70,1
benzyloxycarbonyltyrosyl-valyl-alanyl-aspartic acid fluoromethyl ketone,C460579,,COVID-19,MESH:D000086382,,IL1B,3.70,1
BXL628,C487049,,COVID-19,MESH:D000086382,,CXCL8,3.70,1
Canertinib,C420268,289499-45-2,COVID-19,MESH:D000086382,,CXCL8,3.70,1
diisopropanolnitrosamine,C012457,,COVID-19,MESH:D000086382,,IL2,3.70,1
glyoxylic acid,C031150,298-12-4,COVID-19,MESH:D000086382,,CCL2,3.70,1
gold (III) porphyrin 1a,C508665,,COVID-19,MESH:D000086382,,CRP,3.70,1
latrunculin A,C037067,76343-93-6,COVID-19,MESH:D000086382,,IL1B,3.70,1
Mibefradil,D020748,116644-53-2,COVID-19,MESH:D000086382,,AGT,3.70,1
Omite,C002771,2312-35-8,COVID-19,MESH:D000086382,,CCL2,3.70,1
palbinone,C080910,139954-00-0,COVID-19,MESH:D000086382,,IL1B,3.70,1
Piroxicam,D010894,36322-90-4,COVID-19,MESH:D000086382,,CXCL8|IL6|TNF,3.70,5
Sialic Acids,D012794,,COVID-19,MESH:D000086382,,IL1B,3.70,1
Terpenes,D013729,,COVID-19,MESH:D000086382,,IL1B,3.70,1
"2,5-dimethylcelecoxib",C506698,,COVID-19,MESH:D000086382,,IL6,3.69,4
CPS 49,C494622,,COVID-19,MESH:D000086382,,IL6,3.69,4
diniconazole,C049346,76714-88-0,COVID-19,MESH:D000086382,,CCL2,3.68,1
GANT 61,C551027,,COVID-19,MESH:D000086382,,AGT,3.68,1
4-cresol sulfate,C408690,,COVID-19,MESH:D000086382,,IL10,3.67,2
Carcinogens,D002273,,COVID-19,MESH:D000086382,,BSG,3.67,1
Guanosine Triphosphate,D006160,86-01-1,COVID-19,MESH:D000086382,,AGT,3.67,1
"2,3,5,6-tetrachlorohydroquinone",C044578,87-87-6,COVID-19,MESH:D000086382,,TNF,3.66,1
"3-(4-hydroxyphenyl)-4,5-dihydro-5-isoxazoleacetic acid methyl ester",C462499,,COVID-19,MESH:D000086382,,TNF,3.66,1
A 192621,C120508,,COVID-19,MESH:D000086382,,TNF,3.66,1
Antiparkinson Agents,D000978,,COVID-19,MESH:D000086382,,TNF,3.66,1
Arbutin,D001104,497-76-7,COVID-19,MESH:D000086382,,IL6|TNF,3.66,5
"benzo(a)pyrene-7,8-dihydrodiol-9,10-epoxide-DNA",C043931,,COVID-19,MESH:D000086382,,TNF,3.66,1
Benzopyrans,D001578,,COVID-19,MESH:D000086382,,TNF,3.66,1
corannulene,C434863,,COVID-19,MESH:D000086382,,CXCL10,3.66,1
Dimethylphenylpiperazinium Iodide,D004246,54-77-3,COVID-19,MESH:D000086382,,TNF,3.66,1
Etidronic Acid,D012968,2809-21-4,COVID-19,MESH:D000086382,,TNF,3.66,1
furaltadon,C007795,,COVID-19,MESH:D000086382,,TNF,3.66,1
Guanidines,D006146,,COVID-19,MESH:D000086382,,TNF,3.66,1
ibudilast,C038366,50847-11-5,COVID-19,MESH:D000086382,,TNF,3.66,1
LCS101,C000600161,,COVID-19,MESH:D000086382,,TNF,3.66,1
LG 268,C423914,,COVID-19,MESH:D000086382,,TNF,3.66,1
momfluorothrin,C000627226,,COVID-19,MESH:D000086382,,F8,3.66,1
NVP ABE171,C451724,,COVID-19,MESH:D000086382,,TNF,3.66,1
oenothein B,C080077,104987-36-2,COVID-19,MESH:D000086382,,TNF,3.66,1
Peroxides,D010545,,COVID-19,MESH:D000086382,,IL1B,3.66,1
pimaric acid,C008911,127-27-5,COVID-19,MESH:D000086382,,TNF,3.66,1
pyrene,C030984,129-00-0,COVID-19,MESH:D000086382,,CXCL8|TNF,3.66,2
SR 48968,C073839,,COVID-19,MESH:D000086382,,IL1B,3.66,1
Sucralfate,D013392,54182-58-0,COVID-19,MESH:D000086382,,IL1B,3.66,1
xanthatin,C022186,26791-73-1,COVID-19,MESH:D000086382,,IL1B,3.66,1
1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea,C557705,,COVID-19,MESH:D000086382,,IL6,3.65,4
Aminosalicylic Acid,D010131,65-49-6,COVID-19,MESH:D000086382,,CXCL8,3.65,1
GSK5182,C583041,,COVID-19,MESH:D000086382,,IL6,3.65,4
nordy,C510003,,COVID-19,MESH:D000086382,,CXCL8,3.65,1
obacunone glucoside,C411188,,COVID-19,MESH:D000086382,,IL6,3.65,4
aristolochic acid I,C000228,313-67-7,COVID-19,MESH:D000086382,,AGT|ATP11A|BSG|CD209|CXCL8|ICAM5|IL1B|IL6|LZTFL1|OAS1|TMEM106B|TNF|TYK2|UGCG,3.64,14
retinol palmitate,C014794,79-81-2,COVID-19,MESH:D000086382,,IL10,3.64,2
Thiabendazole,D013827,148-79-8,COVID-19,MESH:D000086382,,AGT|IL1B,3.64,2
"2,2',4,6,6'-pentachlorobiphenyl",C417207,,COVID-19,MESH:D000086382,,CXCL8,3.63,1
Acetyl Coenzyme A,D000105,72-89-9,COVID-19,MESH:D000086382,,IL1B,3.63,1
Butylhydroxybutylnitrosamine,D002085,3817-11-6,COVID-19,MESH:D000086382,,IL2,3.63,1
empagliflozin,C570240,,COVID-19,MESH:D000086382,,IL1B,3.63,1
FR 180204,C505241,,COVID-19,MESH:D000086382,,IL1B,3.63,1
Lamivudine,D019259,134678-17-4,COVID-19,MESH:D000086382,,IL1B|TNF,3.63,2
mofezolac,C054999,78967-07-4,COVID-19,MESH:D000086382,,IL1B,3.63,1
nootkatone,C050302,91416-23-8,COVID-19,MESH:D000086382,,IL1B,3.63,1
TAC 101,C112689,,COVID-19,MESH:D000086382,,CXCL8,3.63,1
tetrahydrocannabivarin 9,C003403,28172-17-0,COVID-19,MESH:D000086382,,IL1B,3.63,1
Triprolidine,D014311,486-12-4,COVID-19,MESH:D000086382,,CXCL8,3.63,1
AGN 193109,C096920,,COVID-19,MESH:D000086382,,AGT,3.62,1
Cefepime,D000077723,88040-23-7,COVID-19,MESH:D000086382,,AGT,3.62,1
