Gene Symbol,Gene ID,Disease Name,Disease ID,Direct Evidence,Inference Network,Inference Score,Reference Count
THOC2,57187,COVID-19,MESH:D000086382,,Ivermectin,2.41,2
TNIP1,10318,COVID-19,MESH:D000086382,,Choline,2.41,1
UFD1,7353,COVID-19,MESH:D000086382,,Ivermectin,2.41,2
UGT1A3,54659,COVID-19,MESH:D000086382,,Zinc,2.41,2
UQCRH,7388,COVID-19,MESH:D000086382,,Ivermectin,2.41,2
UROD,7389,COVID-19,MESH:D000086382,,Ivermectin,2.41,2
USP18,11274,COVID-19,MESH:D000086382,,Zinc,2.41,2
WASF2,10163,COVID-19,MESH:D000086382,,Ivermectin,2.41,2
ABI1,10006,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
ADAR,103,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
ADNP,23394,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
AKAP1,8165,COVID-19,MESH:D000086382,,Choline,2.40,1
AP2M1,1173,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
ARHGEF26,26084,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
ATL2,64225,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
ATP5ME,521,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
ATP8A1,10396,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
BAIAP2L1,55971,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
CAMK2N1,55450,COVID-19,MESH:D000086382,,Choline,2.40,1
CDCP1,64866,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
COX3,4514,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
CTTNBP2NL,55917,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
DAO,1610,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
DDR1,780,COVID-19,MESH:D000086382,,Choline,2.40,1
DOCK10,55619,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
ETS2,2114,COVID-19,MESH:D000086382,,Zinc,2.40,2
FANCA,2175,COVID-19,MESH:D000086382,,Choline,2.40,1
GNPDA1,10007,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
GOSR2,9570,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
HIP1,3092,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
IKBIP,121457,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
IPO7,10527,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
LAP3,51056,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
LHFPL6,10186,COVID-19,MESH:D000086382,,Choline,2.40,1
LPCAT3,10162,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
LXN,56925,COVID-19,MESH:D000086382,,Choline,2.40,1
MTDH,92140,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
MYB,4602,COVID-19,MESH:D000086382,,Zinc,2.40,2
NDUFA4,4697,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
NFIB,4781,COVID-19,MESH:D000086382,,Zinc,2.40,2
NUDT7,283927,COVID-19,MESH:D000086382,,Choline,2.40,1
NUMB,8650,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
OLA1,29789,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
PCDH7,5099,COVID-19,MESH:D000086382,,Choline,2.40,1
PDE10A,10846,COVID-19,MESH:D000086382,,Choline,2.40,1
PGM2,55276,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
PGRMC2,10424,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
PHKB,5257,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
PLBD1,79887,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
PRKCSH,5589,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
PSMD2,5708,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
PTER,9317,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
PUS1,80324,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
RBX1,9978,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
RFC2,5982,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
RPL36,25873,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
RPLP2,6181,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
RPN1,6184,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
RPS11,6205,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
RPS25,6230,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
RTN1,6252,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
SAR1B,51128,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
SCAMP1,9522,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
SEPTIN9,10801,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
SLC16A10,117247,COVID-19,MESH:D000086382,,Choline,2.40,1
SLC25A12,8604,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
SLC25A22,79751,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
SLC7A8,23428,COVID-19,MESH:D000086382,,Choline,2.40,1
SNRPA,6626,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
TCOF1,6949,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
TEF,7008,COVID-19,MESH:D000086382,,Choline,2.40,1
TMED10,10972,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
TMED5,50999,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
TPBG,7162,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
UBA52,7311,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
UBR4,23352,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
WASL,8976,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
WWOX,51741,COVID-19,MESH:D000086382,,Choline,2.40,1
XPOT,11260,COVID-19,MESH:D000086382,,Ivermectin,2.40,2
ABCA3,21,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
ACBD3,64746,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
AFAP1,60312,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
AHNAK2,113146,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
AQP7,364,COVID-19,MESH:D000086382,,Choline,2.39,1
ARPC2,10109,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
ASF1A,25842,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
ATP5MF,9551,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
ATP5PF,522,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
ATP6V0D1,9114,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
BMPR2,659,COVID-19,MESH:D000086382,,Choline,2.39,1
BTG3,10950,COVID-19,MESH:D000086382,,Choline,2.39,1
CACNA1A,773,COVID-19,MESH:D000086382,,Choline,2.39,1
CAP1,10487,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
CD151,977,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
CFH,3075,COVID-19,MESH:D000086382,,Zinc,2.39,2
CHD4,1108,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
CKM,1158,COVID-19,MESH:D000086382,,Zinc,2.39,2
CMPK2,129607,COVID-19,MESH:D000086382,,Choline,2.39,1
CPEB2,132864,COVID-19,MESH:D000086382,,Choline,2.39,1
DARS1,1615,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
DCTPP1,79077,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
DDX46,9879,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
DNAJA2,10294,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
EHD2,30846,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
ELF1,1997,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
ESRRA,2101,COVID-19,MESH:D000086382,,Zinc,2.39,2
EXOSC2,23404,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
FCER1G,2207,COVID-19,MESH:D000086382,,Choline,2.39,1
FMNL2,114793,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
GABRG2,2566,COVID-19,MESH:D000086382,,Zinc,2.39,2
GARS1,2617,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
GAS7,8522,COVID-19,MESH:D000086382,,Choline,2.39,1
GOLGA4,2803,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
GRK5,2869,COVID-19,MESH:D000086382,,Choline,2.39,1
HAL,3034,COVID-19,MESH:D000086382,,Zinc,2.39,2
HDAC7,51564,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
HEATR1,55127,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
HEXA,3073,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
HSD17B2,3294,COVID-19,MESH:D000086382,,Zinc,2.39,2
IFIT2,3433,COVID-19,MESH:D000086382,,Zinc,2.39,2
KHDRBS1,10657,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
KHSRP,8570,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
KIF18A,81930,COVID-19,MESH:D000086382,,Choline,2.39,1
KTN1,3895,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
LPAR1,1902,COVID-19,MESH:D000086382,,Choline,2.39,1
LSR,51599,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
MAP7,9053,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
MPG,4350,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
MTCH2,23788,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
NCKAP1,10787,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
NDUFA2,4695,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
NEB,4703,COVID-19,MESH:D000086382,,Choline,2.39,1
NIFK,84365,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
NUDT1,4521,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
NUMA1,4926,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
NUP93,9688,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
PABPC4,8761,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
PAK2,5062,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
PAPOLA,10914,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
PFAS,5198,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
PIK3R2,5296,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
PPAT,5471,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
PRKCI,5584,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
PRRC2C,23215,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
PSME2,5721,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
QDPR,5860,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
RAB6A,5870,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
RAMP1,10267,COVID-19,MESH:D000086382,,Choline,2.39,1
RASA3,22821,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
RCN3,57333,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
RGCC,28984,COVID-19,MESH:D000086382,,Zinc,2.39,2
RND1,27289,COVID-19,MESH:D000086382,,Zinc,2.39,2
RPL11,6135,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
RPL14,9045,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
RPL28,6158,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
RPS16,6217,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
SEC23A,10484,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
SH3GLB1,51100,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
SLC25A3,5250,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
SLC27A4,10999,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
SNAP23,8773,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
SSBP1,6742,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
SUCLA2,8803,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
TECR,9524,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
THOP1,7064,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
TIGAR,57103,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
UBE3A,7337,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
USO1,8615,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
VHL,7428,COVID-19,MESH:D000086382,,Ivermectin,2.39,2
ACSL5,51703,COVID-19,MESH:D000086382,,Zinc,2.38,2
ADD1,118,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
ANTXR2,118429,COVID-19,MESH:D000086382,,Choline,2.38,1
BDKRB2,624,COVID-19,MESH:D000086382,,Zinc,2.38,2
BOP1,23246,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
BTF3,689,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
CCDC80,151887,COVID-19,MESH:D000086382,,Choline,2.38,1
COX6C,1345,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
DDX1,1653,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
DDX39B,7919,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
DHODH,1723,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
DKK3,27122,COVID-19,MESH:D000086382,,Choline,2.38,1
DNAJC2,27000,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
ELOVL1,64834,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
EPPK1,83481,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
FUCA1,2517,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
FZD7,8324,COVID-19,MESH:D000086382,,Choline,2.38,1
GGCT,79017,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
GPC4,2239,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
GPHN,10243,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
GPRC5C,55890,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
IHH,3549,COVID-19,MESH:D000086382,,Choline,2.38,1
INF2,64423,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
MACROD1,28992,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
NDRG4,65009,COVID-19,MESH:D000086382,,Choline,2.38,1
NDUFA5,4698,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
OLFML3,56944,COVID-19,MESH:D000086382,,Choline,2.38,1
PPID,5481,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
PREP,5550,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
PRPS2,5634,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
PSRC1,84722,COVID-19,MESH:D000086382,,Choline,2.38,1
RAB32,10981,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
RDH11,51109,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
RPL22L1,200916,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
RPL24,6152,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
RPL27,6155,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
RPL4,6124,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
RPN2,6185,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
RRAGD,58528,COVID-19,MESH:D000086382,,Choline,2.38,1
RUVBL2,10856,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
SMAD5,4090,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
SRP72,6731,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
SRP9,6726,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
STX1A,6804,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
SVIL,6840,COVID-19,MESH:D000086382,,Choline,2.38,1
TMED2,10959,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
TOR3A,64222,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
TRPV4,59341,COVID-19,MESH:D000086382,,Choline,2.38,1
UBA5,79876,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
UCHL3,7347,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
WDR43,23160,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
ZC3HAV1,56829,COVID-19,MESH:D000086382,,Ivermectin,2.38,2
ATP5F1C,509,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
BCAR1,9564,COVID-19,MESH:D000086382,,Choline,2.37,1
BLVRA,644,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
CAPNS1,826,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
CASK,8573,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
CCNH,902,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
CFL2,1073,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
CIT,11113,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
CPM,1368,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
CPOX,1371,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
CREB5,9586,COVID-19,MESH:D000086382,,Choline,2.37,1
CXCL3,2921,COVID-19,MESH:D000086382,,Zinc,2.37,2
DECR2,26063,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
DNPH1,10591,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
EIF5B,9669,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
ENTPD5,957,COVID-19,MESH:D000086382,,Choline,2.37,1
ERCC6,2074,COVID-19,MESH:D000086382,,Choline,2.37,1
FBLN2,2199,COVID-19,MESH:D000086382,,Choline,2.37,1
FH,2271,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
FLOT1,10211,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
FOXQ1,94234,COVID-19,MESH:D000086382,,Choline,2.37,1
GLA,2717,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
GPX8,493869,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
GSPT1,2935,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
HDGF,3068,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
HELZ2,85441,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
HTRA2,27429,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
HTT,3064,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
LBP,3929,COVID-19,MESH:D000086382,,Zinc,2.37,2
LMNB2,84823,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
LRG1,116844,COVID-19,MESH:D000086382,,Choline,2.37,1
LSP1,4046,COVID-19,MESH:D000086382,,Choline,2.37,1
MAP3K6,9064,COVID-19,MESH:D000086382,,Choline,2.37,1
MATR3,9782,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
MICAL2,9645,COVID-19,MESH:D000086382,,Choline,2.37,1
MOV10,4343,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
NEDD4L,23327,COVID-19,MESH:D000086382,,Zinc,2.37,2
NR1H2,7376,COVID-19,MESH:D000086382,,Choline,2.37,1
PALLD,23022,COVID-19,MESH:D000086382,,Choline,2.37,1
PAPSS1,9061,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
PCM1,5108,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
PFKFB4,5210,COVID-19,MESH:D000086382,,Choline,2.37,1
PPIC,5480,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
PPRC1,23082,COVID-19,MESH:D000086382,,Choline,2.37,1
PRPS1,5631,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
PSMD8,5714,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
PTPN12,5782,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
RNASEH2A,10535,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
RPL12,6136,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
RPS5,6193,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
SH3BGRL,6451,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
SKP1,6500,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
SLC1A4,6509,COVID-19,MESH:D000086382,,Zinc,2.37,2
SORL1,6653,COVID-19,MESH:D000086382,,Zinc,2.37,2
SRSF10,10772,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
STIM1,6786,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
STRBP,55342,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
SUCLG1,8802,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
TBXAS1,6916,COVID-19,MESH:D000086382,,Choline,2.37,1
TOLLIP,54472,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
TRIM28,10155,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
UGT2B1,71773,COVID-19,MESH:D000086382,,Zinc,2.37,2
WFS1,7466,COVID-19,MESH:D000086382,,Ivermectin,2.37,2
ACAA1,30,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
AGL,178,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
ARHGAP29,9411,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
ATP1B2,482,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
BCKDHB,594,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
CAMK2G,818,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
CD276,80381,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
CNN2,1265,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
COBLL1,22837,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
CRTAP,10491,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
CTSZ,1522,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
DDT,1652,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
DNER,92737,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
EEF1B2,1933,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
EIF6,3692,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
EPB41L2,2037,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
EPS8L2,64787,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
ERAP1,51752,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
ETV6,2120,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
GABBR1,2550,COVID-19,MESH:D000086382,,Choline,2.36,1
GABBR2,9568,COVID-19,MESH:D000086382,,Choline,2.36,1
HMGB3,3149,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
HTR1B,3351,COVID-19,MESH:D000086382,,Choline,2.36,1
INA,9118,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
INPP5D,3635,COVID-19,MESH:D000086382,,Choline,2.36,1
KCNN4,3783,COVID-19,MESH:D000086382,,Choline,2.36,1
KLF10,7071,COVID-19,MESH:D000086382,,Zinc,2.36,2
MAFG,4097,COVID-19,MESH:D000086382,,Zinc,2.36,2
MDK,4192,COVID-19,MESH:D000086382,,Choline,2.36,1
MFGE8,4240,COVID-19,MESH:D000086382,,Choline,2.36,1
MRC2,9902,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
MYL6,4637,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
NDUFAB1,4706,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
NUDT4,11163,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
OPLAH,26873,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
PARD3,56288,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
PLD3,23646,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
PNPLA3,80339,COVID-19,MESH:D000086382,,Choline,2.36,1
PSMA6,5687,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
PSMD14,10213,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
PSPC1,55269,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
PTGER3,5733,COVID-19,MESH:D000086382,,Choline,2.36,1
RAD21,5885,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
RFC5,5985,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
RPL18,6141,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
RPL8,6132,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
RPLP1,6176,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
RPS12,6206,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
RPS14,6208,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
RPS27A,6233,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
RPS8,6202,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
RYR2,6262,COVID-19,MESH:D000086382,,Choline,2.36,1
SH3KBP1,30011,COVID-19,MESH:D000086382,,Choline,2.36,1
SIK1,150094,COVID-19,MESH:D000086382,,Zinc,2.36,2
SKAP2,8935,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
SLC19A2,10560,COVID-19,MESH:D000086382,,Choline,2.36,1
SMC3,9126,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
SNRPD1,6632,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
SRI,6717,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
STARD4,134429,COVID-19,MESH:D000086382,,Choline,2.36,1
THY1,7070,COVID-19,MESH:D000086382,,Zinc,2.36,2
TNPO1,3842,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
TUBG1,7283,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
USP5,8078,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
VAMP8,8673,COVID-19,MESH:D000086382,,Ivermectin,2.36,2
ACAD11,84129,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
ACY1,95,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
ATOX1,475,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
BCAT2,587,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
CACNA2D1,781,COVID-19,MESH:D000086382,,Choline,2.35,1
CDV3,55573,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
CEP55,55165,COVID-19,MESH:D000086382,,Choline,2.35,1
CUL3,8452,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
DAP,1611,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
DNM1,1759,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
DUSP3,1845,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
EIF3B,8662,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
EML4,27436,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
FARSB,10056,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
FBLIM1,54751,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
FBN2,2201,COVID-19,MESH:D000086382,,Choline,2.35,1
GABRB3,2562,COVID-19,MESH:D000086382,,Choline,2.35,1
GALNT2,2590,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
GLRX3,10539,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
HDLBP,3069,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
HNRNPL,3191,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
HSD17B12,51144,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
HSD17B7,51478,COVID-19,MESH:D000086382,,Zinc,2.35,2
HSPA13,6782,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
IL6R,3570,COVID-19,MESH:D000086382,,Zinc,2.35,2
KIF14,9928,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
LBH,81606,COVID-19,MESH:D000086382,,Choline,2.35,1
METAP2,10988,COVID-19,MESH:D000086382,,Ivermectin,2.35,2
MLXIPL,51085,COVID-19,MESH:D000086382,,Choline,2.35,1
